Rep,N,Crate,Model,SE1,SE2,SE3,nu
34,25,0.0,MSLR,0.23573793961503,0.508590695106245,0.242576450453971,4
34,25,0.0,MVNCR,0.235750525234061,0.522665928755515,0.246808878858451,4
34,25,0.0,MVTCR,0.23317770511592,0.512389663450007,0.24418611607929,4
34,25,0.0,MSLCR,0.236661587251601,0.514314375545808,0.244633760109429,4
35,25,0.0,MVNR,0.350379427597545,1.0161089846944,0.486505032453164,4
35,25,0.0,MVTR,0.247624747881167,0.600390183421593,0.300959920498117,4
35,25,0.0,MSLR,0.242123917053193,0.593612755426217,0.296875532392866,4
35,25,0.0,MVNCR,0.350379427597541,1.01610898469436,0.486505032453143,4
35,25,0.0,MVTCR,0.247624747881779,0.600390183422528,0.300959920498711,4
35,25,0.0,MSLCR,0.243249869374365,0.600670312985534,0.300273196314429,4
36,25,0.0,MVNR,0.237507030109096,0.553576532729103,0.272071625699235,4
36,25,0.0,MVTR,0.243792730340461,0.516609200567998,0.246385237095052,4
36,25,0.0,MSLR,0.241661401207871,0.531222631607225,0.257782752269069,4
36,25,0.0,MVNCR,0.237507030109096,0.553576532729102,0.272071625699235,4
36,25,0.0,MVTCR,0.243792730340696,0.516609200614141,0.24638523712633,4
36,25,0.0,MSLCR,0.240677312648425,0.513915157307941,0.246528195098525,4
37,25,0.0,MVNR,0.196585946988314,0.589268303228455,0.289739037306029,4
37,25,0.0,MVTR,0.197307535233207,0.610772753055134,0.302465414986957,4
37,25,0.0,MSLR,0.200489949501235,0.606378364317048,0.297666240394905,4
37,25,0.0,MVNCR,0.196585946988314,0.589268303228447,0.289739037306025,4
37,25,0.0,MVTCR,0.197307535228238,0.610772753033886,0.302465414975548,4
37,25,0.0,MSLCR,0.200631966351688,0.606655007284156,0.297774800568858,4
38,25,0.0,MVNR,0.285000616951347,0.470275222662926,0.211361795345344,4
38,25,0.0,MVTR,0.285000450775374,0.470275350443006,0.211361926608513,4
38,25,0.0,MSLR,0.284958127016042,0.470327004160883,0.211405374959664,4
38,25,0.0,MVNCR,0.285000616951347,0.470275222662936,0.211361795345349,4
38,25,0.0,MVTCR,0.285000414625182,0.470275396779551,0.211361965520014,4
38,25,0.0,MSLCR,0.277041080225232,0.475573247681598,0.216223913758679,4
39,25,0.0,MVNR,0.267341437960255,0.554969806890774,0.245363642330348,4
39,25,0.0,MVTR,0.256818243841514,0.572898540552745,0.254955839797987,4
39,25,0.0,MSLR,0.251671397238368,0.573370814950208,0.253528081337456,4
39,25,0.0,MVNCR,0.267341437960253,0.554969806890767,0.245363642330345,4
39,25,0.0,MVTCR,0.256818243843179,0.572898540560655,0.254955839801701,4
39,25,0.0,MSLCR,0.251491494361217,0.575034109408355,0.254327165485163,4
40,25,0.0,MVNR,0.28323264336703,0.739372261219561,0.329913893353062,4
40,25,0.0,MVTR,0.245617512231191,0.680388167728054,0.329941749721747,4
40,25,0.0,MSLR,0.238889627722886,0.661804041599963,0.316737828132133,4
40,25,0.0,MVNCR,0.283232643367031,0.739372261219559,0.32991389335306,4
40,25,0.0,MVTCR,0.245617512234273,0.680388167719171,0.329941749709824,4
40,25,0.0,MSLCR,0.243046177026536,0.664409166523003,0.316412936614836,4
41,25,0.0,MVNR,0.244419793098489,0.588803193950797,0.298739676395279,4
41,25,0.0,MVTR,0.221730985942937,0.565600376894389,0.281522249935019,4
41,25,0.0,MSLR,0.220964236990742,0.573034599037899,0.283402336268479,4
41,25,0.0,MVNCR,0.244419793098489,0.588803193950779,0.29873967639527,4
41,25,0.0,MVTCR,0.221730986116189,0.565600377246632,0.281522250119981,4
41,25,0.0,MSLCR,0.222490535212403,0.575624430781986,0.284934377859467,4
42,25,0.0,MVNR,0.251597753725543,0.605736313882522,0.27449832047203,4
42,25,0.0,MVTR,0.222829010784202,0.52735730358422,0.238296229729231,4
42,25,0.0,MSLR,0.219875109054171,0.538971272526124,0.249005372945407,4
42,25,0.0,MVNCR,0.251597753725543,0.605736313882521,0.274498320472029,4
42,25,0.0,MVTCR,0.222829010781335,0.527357303568866,0.238296229720777,4
