Rep,N,Crate,Model,Squared_Error1,Squared_Error2,Squared_Error3,Squared_Error4,Squared_Error5,Squared_Error6,Squared_Error7,Squared_Error8,Squared_Error9,Squared_Error10,Squared_Error11,Squared_Error12,Squared_Error13,Squared_Error14,Squared_Error15,Squared_Error16,Squared_Error17,Squared_Error18,Squared_Error19,MSE,nu
8,25,0.0,MSLR,0.222975907539053,0.148679026023024,0.0630965598593886,0.0039666987345166,0.0018270695679897,0.0119523574245088,0.26392407637353,0.122382228079057,0.348013282750968,0.151876339710713,0.211237469315893,0.088417389670643,0.450896877074398,0.0729914555852226,0.172240134819204,0.0868310126653521,0.048942284510678,0.0278551968401321,1610.18025562967,0.138783631474682,4
8,25,0.0,MVNCR,0.223726286315107,0.149311397165309,0.0632915631441148,0.0002082046028131,0.0034977776471864,0.0001455395282345,0.309868020204204,0.146847772070981,0.525568754578418,0.180842193804291,0.246716441991018,0.0876043120865975,0.649768655220584,0.0893076377515673,0.203396361572092,0.105650283678946,0.0610285949458654,0.0502575056979336,0.0,0.172057627889181,4
8,25,0.0,MVTCR,0.222787706523898,0.148465209000499,0.0630389305047046,0.0003465440914465,0.0035036784671937,0.0003781121842383,0.304830740952343,0.144616463810437,0.50732674504794,0.178487134181225,0.246258796876109,0.0883657140780764,0.638805192464508,0.0884576353847958,0.201798375470459,0.10431565664661,0.0606682758534928,0.0498180531124804,396051.967084507,0.169570498036136,4
8,25,0.0,MSLCR,0.221605510145502,0.14725177001253,0.0626832578554326,0.0102812391322663,0.0009991236510319,0.0344386813277551,0.229140563903042,0.105130406395665,0.232364851572845,0.130906601217456,0.187480038850541,0.0901911124033207,0.324208661697692,0.061763483567191,0.15038410722233,0.0735236547759407,0.0408639607882804,0.0156803789636727,363.005954317754,0.117716522415694,4
9,25,0.0,MVNR,0.148133645096029,0.749630866373625,0.13691285083919,0.14668765238488,0.0018999651300358,1.17320093536416,0.117039846643278,0.0020910641640116,0.401356199381738,0.63815682257888,0.0617896979249194,1.10271397709494e-05,7.95414567676863,0.172074967925834,0.118114231536053,0.190458064299555,0.0042080820553548,0.226157567302107,0.0,0.680114953494891,4
9,25,0.0,MVTR,0.156977937082898,0.701489380391186,0.084658398726282,0.103280795049093,0.0252693667886502,0.0084225821679999,0.0644508895340772,0.176321365152362,0.972833515015271,0.156976703607885,0.965758427930775,8.82643523661641e-07,2.2670984711673,0.0023458257113089,0.0271462691735541,0.0456611770796816,2.98310754099318e-07,0.0215970685812566,0.378135604781016,0.321127186339659,4
9,25,0.0,MSLR,0.142019636010054,0.692541993142321,0.085698108199573,0.359404696154856,0.0482964198250962,0.856756191108639,0.0708683071069146,0.128897035586572,1.95335748516522,0.128404487071519,0.524445924024771,0.0177074484355243,0.0031217523335758,0.0086451732119601,0.0542798220918033,0.0630261269262832,0.0204473407668028,0.261099032378774,2.13051990947425,0.301056498863348,4
9,25,0.0,MVNCR,0.148133645095995,0.749630866373262,0.136912850839119,0.146687652384881,0.001899965130038,1.17320093536425,0.117039846643274,0.0020910641640084,0.401356199381763,0.638156822578877,0.0617896979249053,1.10271397710236e-05,7.95414567676859,0.172074967925829,0.118114231536054,0.190458064299546,0.0042080820553557,0.226157567302105,0.0,0.680114953494868,4
9,25,0.0,MVTCR,0.156977937111669,0.701489380299991,0.0846583986991856,0.103280795184192,0.0252693667960754,0.0084225822067884,0.0644508895193634,0.176321365313009,0.972833515174055,0.156976703493193,0.965758428515644,8.82643475467346e-07,2.2670984708092,0.0023458257006202,0.0271462692193621,0.0456611770380382,2.98310822190916e-07,0.0215970686178772,0.37813557620748,0.321127186369587,4
9,25,0.0,MSLCR,0.13065909220858,0.581493204287992,0.081099716747322,0.0960314985820199,0.0329247596319578,0.0773409418067351,0.0809217739067649,0.055326943396168,1.28222857923738,0.218999417388342,0.379817543314244,0.0093523229293679,0.638625331773054,0.002490226885621,0.0059585236488537,0.0915236563340789,0.0096999833225738,0.0556297877992854,0.937935049163119,0.212784627955574,4
